Value_SP500_REAL_PRICE_MONTH,Value_SP500_DIV_YIELD_MONTH,Value_SP500_PE_RATIO_MONTH,Value_SHILLER_PE_RATIO_MONTH,Value_SP500_EARNINGS_YIELD_MONTH,Value_SP500_INFLADJ_MONTH,Value_SP500_PSR_QUARTER,Value_SP500_DIV_MONTH,Value_SP500_DIV_YEAR,Value_SP500_DIV_GROWTH_YEAR,Value_SP500_DIV_GROWTH_QUARTER,Value_SP500_PBV_RATIO_QUARTER,Value_SHILLER_PE_RATIO_YEAR,Value_SP500_PE_RATIO_YEAR,Value_SP500_DIV_YIELD_YEAR,Value_SP500_PSR_YEAR,Value_SP500_EARNINGS_YIELD_YEAR,Value_SP500_PBV_RATIO_YEAR,Value_SP500_INFLADJ_YEAR,Value_SP500_SALES_YEAR,Value_SP500_SALES_GROWTH_YEAR,Value_SP500_SALES_QUARTER,Value_SP500_REAL_SALES_GROWTH_QUARTER,Value_SP500_SALES_GROWTH_QUARTER,Value_SP500_REAL_SALES_GROWTH_YEAR,Value_SP500_REAL_EARNINGS_GROWTH_YEAR,Value_SP500_REAL_SALES_YEAR,Value_SP500_REAL_EARNINGS_GROWTH_QUARTER,Value_SP500_EARNINGS_GROWTH_QUARTER,Value_SP500_REAL_SALES_QUARTER,Value_SP500_EARNINGS_MONTH,Value_SP500_BVPS_YEAR,Value_SP500_EARNINGS_YEAR,Value_SP500_EARNINGS_GROWTH_YEAR,Value_SP500_BVPS_QUARTER
,3.79,,,,,,8.73,,,,,,,,,,,,,,,,,,,,,,,10.94,,,,
17.7,,20.27,13.98,4.93,221.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.88,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,10.93,,,,
15.09,,16.96,11.84,5.9,187.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.57,,,,,,8.55,,,,,,,,,,,,,,,,,,,,,,,11.03,,,,
14.75,,15.58,11.39,6.42,179.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.72,,,,,,8.47,,,,,,,,,,,,,,,,,,,,,,,11.51,,,,
14.69,,14.64,11.11,6.83,174.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.79,,,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,11.91,,,,
15.13,,14.27,11.37,7.01,177.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.69,,,,,,8.35,8.35,,,,,,4.69,,,,,,,,,,,,,,,,12.47,,12.47,,
15.21,,13.46,11.47,7.43,178.9,,,,,,,11.47,13.46,,,7.43,,178.9,,,,,,,,,,,,,,,,
,4.69,,,,,,8.39,,,,,,,,,,,,,,,,,,,,,,,13.29,,,,
15.8,,13.17,11.95,7.59,185.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.54,,,,,,8.43,,,,,,,,,,,,,,,,,,,,,,,14.11,,,,
15.16,,11.94,11.29,8.38,175.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.75,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,,14.67,,,,
14.6,,11.0,10.9,9.09,168.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.02,,,,,,8.47,,,,,,,,,,,,,,,,,,,,,,,15.32,,,,
14.34,,10.37,10.73,9.65,165.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.21,,,,,,8.62,,,,,,,,,,,,,,,,,,,,,,,15.97,,,,
14.84,,10.31,11.08,9.7,170.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.12,,,,,,8.74,,,,,,,,,,,,,,,,,,,,,,,16.55,,,,
15.77,,10.68,11.7,9.36,179.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.88,,,,,,8.77,,,,,,,,,,,,,,,,,,,,,,,16.82,,,,
15.46,,10.22,11.34,9.79,173.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.05,,,,,,8.77,,,,,,,,,,,,,,,,,,,,,,,17.01,,,,
15.06,,9.72,10.83,10.29,165.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.25,,,,,,8.69,,,,,,,,,,,,,,,,,,,,,,,17.04,,,,
15.45,,9.84,11.13,10.16,169.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.22,,,,,,8.87,,,,,,,,,,,,,,,,,,,,,,,17.26,,,,
15.27,,9.6,10.98,10.41,167.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.39,,,,,,9.01,,,,,,,,,,,,,,,,,,,,,,,17.41,,,,
15.03,,9.34,10.68,10.71,162.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.59,,,,,,9.08,9.08,,,,,,5.59,,,,,,,,,,,,,,,,17.4,,17.4,,
14.83,,9.02,10.42,11.08,158.24,,,,,,,10.42,9.02,,,11.08,,158.24,,,,,,,,,,,,,,,,
,5.69,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,17.53,,,,
14.1,,8.41,10.0,11.89,151.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.0,,,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,18.04,,,,
14.3,,8.36,10.19,11.96,154.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.94,,,,,,9.19,,,,,,,,,,,,,,,,,,,,,,,18.48,,,,
15.4,,8.75,10.78,11.43,163.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.52,,,,,,9.03,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,
16.15,,8.92,11.24,11.21,170.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.26,,,,,,8.99,,,,,,,,,,,,,,,,,,,,,,,19.15,,,,
16.82,,9.04,11.58,11.06,176.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.05,,,,,,8.92,,,,,,,,,,,,,,,,,,,,,,,19.52,,,,
16.42,,8.51,11.13,11.75,170.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.22,,,,,,8.88,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,
15.94,,7.97,10.72,12.55,164.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.42,,,,,,8.91,,,,,,,,,,,,,,,,,,,,,,,20.64,,,,
15.76,,7.61,10.55,13.13,162.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.52,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,21.37,,,,
16.19,,7.55,10.83,13.24,167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.5,,,,,,9.22,,,,,,,,,,,,,,,,,,,,,,,22.21,,,,
15.29,,6.9,10.25,14.5,159.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.95,,,,,,9.51,,,,,,,,,,,,,,,,,,,,,,,23.16,,,,
15.19,,6.63,10.16,15.08,159.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.12,,,,,,9.76,9.76,,,,,,6.12,,,,,,,,,,,,,,,,24.03,,24.03,,
15.36,,6.62,10.25,15.1,161.85,,,,,,,10.25,6.62,,,15.1,,161.85,,,,,,,,,,,,,,,,
,6.16,,,,,,9.97,,,,,,,,,,,,,,,,,,,,,,,24.45,,,,
14.77,,6.29,9.87,15.91,156.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.52,,,,,,10.24,,,,,,,,,,,,,,,,,,,,,,,24.97,,,,
14.91,,6.26,9.9,15.96,158.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.57,,,,,,10.41,,,,,,,,,,,,,,,,,,,,,,,25.29,,,,
14.89,,6.24,9.78,16.03,157.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.67,,,,,,10.51,,,,,,,,,,,,,,,,,,,,,,,25.25,,,,
14.78,,6.18,9.69,16.19,157.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.81,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,25.43,,,,
13.97,,5.82,9.07,17.18,147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.3,,,,,,10.79,,,,,,,,,,,,,,,,,,,,,,,25.39,,,,
14.76,,6.16,9.61,16.24,157.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.96,,,,,,10.95,,,,,,,,,,,,,,,,,,,,,,,25.57,,,,
15.29,,6.39,9.85,15.65,162.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.76,,,,,,10.98,,,,,,,,,,,,,,,,,,,,,,,25.43,,,,
15.49,,6.48,9.88,15.43,163.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.71,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,25.29,,,,
15.89,,6.71,10.17,14.89,169.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.75,,,,,,11.45,,,,,,,,,,,,,,,,,,,,,,,25.25,,,,
16.11,,6.87,10.22,14.55,171.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.87,,,,,,11.76,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,
16.54,,7.13,10.53,14.03,177.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.89,,,,,,12.22,12.22,,,,,,6.89,,,,,,,,,,,,,,,,24.86,,24.86,,
16.88,,7.22,10.75,13.84,181.65,,,,,,,10.75,7.22,,,13.84,,181.65,,,,,,,,,,,,,,,,
,6.81,,,,,,12.38,,,,,,,,,,,,,,,,,,,,,,,25.15,,,,
17.21,,7.31,10.91,13.67,185.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.74,,,,,,12.48,,,,,,,,,,,,,,,,,,,,,,,25.32,,,,
17.35,,7.32,10.91,13.66,185.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.74,,,,,,12.54,,,,,,,,,,,,,,,,,,,,,,,25.4,,,,
17.84,,7.35,11.18,13.6,191.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.61,,,,,,12.64,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,
18.44,,7.43,11.46,13.47,196.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.45,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,
18.74,,7.38,11.55,13.55,199.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.4,,,,,,12.75,,,,,,,,,,,,,,,,,,,,,,,26.99,,,,
17.38,,6.68,10.54,14.96,182.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.15,,,,,,13.05,,,,,,,,,,,,,,,,,,,,,,,27.28,,,,
18.43,,6.93,11.04,14.43,191.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.98,,,,,,13.39,,,,,,,,,,,,,,,,,,,,,,,27.68,,,,
19.08,,7.01,11.34,14.26,197.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.97,,,,,,13.78,,,,,,,,,,,,,,,,,,,,,,,28.19,,,,
19.87,,7.2,11.66,13.89,204.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.93,,,,,,14.15,,,,,,,,,,,,,,,,,,,,,,,28.37,,,,
19.83,,7.08,11.54,14.12,203.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.18,,,,,,14.57,,,,,,,,,,,,,,,,,,,,,,,28.67,,,,
19.75,,6.95,11.31,14.38,199.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.44,,,,,,14.87,14.87,,,,,,7.44,,,,,,,,,,,,,,,,28.73,,28.73,,
21.21,,7.48,11.9,13.37,211.17,,,,,,,11.9,7.48,,,13.37,,211.17,,,,,,,,,,,,,,,,
,7.01,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,28.24,,,,
22.0,,7.76,12.14,12.88,216.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.83,,,,,,14.79,,,,,,,,,,,,,,,,,,,,,,,27.88,,,,
21.63,,7.64,11.84,13.08,212.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.03,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,27.74,,,,
21.92,,7.85,11.95,12.74,214.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.0,,,,,,15.03,,,,,,,,,,,,,,,,,,,,,,,27.38,,,,
21.93,,7.96,11.86,12.57,214.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.05,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,26.92,,,,
21.55,,7.92,11.62,12.62,210.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.24,,,,,,15.23,,,,,,,,,,,,,,,,,,,,,,,26.56,,,,
21.93,,8.28,11.78,12.08,214.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.05,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,25.87,,,,
22.89,,8.87,12.26,11.27,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.7,,,,,,14.97,,,,,,,,,,,,,,,,,,,,,,,25.19,,,,
23.48,,9.35,12.44,10.69,227.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.47,,,,,,14.73,,,,,,,,,,,,,,,,,,,,,,,24.32,,,,
23.36,,9.39,12.31,10.64,225.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.35,,,,,,14.32,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
22.71,,9.22,11.85,10.85,217.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.37,,,,,,13.86,,,,,,,,,,,,,,,,,,,,,,,23.6,,,,
23.41,,9.59,12.15,10.42,223.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.02,,,,,,13.46,13.46,,,,,,6.02,,,,,,,,,,,,,,,,23.28,,23.28,,
24.19,,9.97,12.53,10.03,230.84,,,,,,,12.53,9.97,,,10.03,,230.84,,,,,,,,,,,,,,,,
,5.84,,,,,,13.49,,,,,,,,,,,,,,,,,,,,,,,23.16,,,,
23.75,,9.84,12.36,10.16,228.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.96,,,,,,13.62,,,,,,,,,,,,,,,,,,,,,,,23.21,,,,
23.81,,9.92,12.36,10.08,228.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.96,,,,,,13.65,,,,,,,,,,,,,,,,,,,,,,,23.08,,,,
23.74,,9.97,12.24,10.03,227.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.02,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,
23.73,,10.06,12.2,9.95,227.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.07,,,,,,13.79,,,,,,,,,,,,,,,,,,,,,,,22.61,,,,
24.38,,10.42,12.45,9.6,232.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.95,,,,,,13.84,,,,,,,,,,,,,,,,,,,,,,,22.33,,,,
25.08,,10.69,12.67,9.36,237.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.78,,,,,,13.73,,,,,,,,,,,,,,,,,,,,,,,22.23,,,,
25.18,,10.7,12.68,9.35,238.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.76,,,,,,13.73,,,,,,,,,,,,,,,,,,,,,,,22.29,,,,
24.78,,10.5,12.43,9.52,234.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.85,,,,,,13.73,,,,,,,,,,,,,,,,,,,,,,,22.35,,,,
24.26,,10.22,12.13,9.78,229.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.92,,,,,,13.61,,,,,,,,,,,,,,,,,,,,,,,22.48,,,,
25.03,,10.49,12.47,9.54,237.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.69,,,,,,13.48,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,
26.04,,10.85,12.93,9.22,246.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.41,,,,,,13.35,13.35,,,,,,5.41,,,,,,,,,,,,,,,,22.73,,22.73,,
26.18,,10.86,13.01,9.21,248.89,,,,,,,13.01,10.86,,,9.21,,248.89,,,,,,,,,,,,,,,,
,5.39,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,22.91,,,,
25.86,,10.69,12.86,9.36,246.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.45,,,,,,13.46,,,,,,,,,,,,,,,,,,,,,,,23.09,,,,
25.99,,10.7,12.83,9.35,247.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.43,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,23.1,,,,
24.71,,10.06,12.16,9.94,234.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.72,,,,,,13.44,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,
24.84,,10.0,12.14,10.0,235.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.7,,,,,,13.42,,,,,,,,,,,,,,,,,,,,,,,23.52,,,,
23.95,,9.54,11.62,10.48,225.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.93,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,23.68,,,,
24.29,,9.63,11.75,10.39,229.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.85,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,23.81,,,,
24.39,,9.61,11.72,10.4,229.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.82,,,,,,13.35,,,,,,,,,,,,,,,,,,,,,,,23.85,,,,
23.27,,9.13,11.14,10.96,218.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.1,,,,,,13.35,,,,,,,,,,,,,,,,,,,,,,,23.97,,,,
23.97,,9.45,11.39,10.58,224.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.97,,,,,,13.39,,,,,,,,,,,,,,,,,,,,,,,23.76,,,,
24.5,,9.71,11.64,10.3,230.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.88,,,,,,13.54,,,,,,,,,,,,,,,,,,,,,,,23.72,,,,
24.83,,9.89,11.75,10.11,233.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.84,,,,,,13.63,13.63,,,,,,5.84,,,,,,,,,,,,,,,,23.6,,23.6,,
25.46,,10.09,12.0,9.91,239.35,,,,,,,12.0,10.09,,,9.91,,239.35,,,,,,,,,,,,,,,,
,5.72,,,,,,13.69,,,,,,,,,,,,,,,,,,,,,,,23.72,,,,
26.02,,10.26,12.22,9.75,244.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.62,,,,,,13.76,,,,,,,,,,,,,,,,,,,,,,,23.85,,,,
26.57,,10.42,12.42,9.6,249.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.53,,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,23.97,,,,
27.63,,10.74,12.91,9.31,260.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.3,,,,,,13.81,,,,,,,,,,,,,,,,,,,,,,,24.28,,,,
28.73,,11.06,13.31,9.04,270.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.07,,,,,,13.69,,,,,,,,,,,,,,,,,,,,,,,24.41,,,,
28.96,,11.05,13.36,9.05,272.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.01,,,,,,13.63,,,,,,,,,,,,,,,,,,,,,,,24.63,,,,
30.13,,11.49,13.83,8.71,283.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.83,,,,,,13.69,,,,,,,,,,,,,,,,,,,,,,,24.66,,,,
30.73,,11.7,14.04,8.55,288.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.76,,,,,,13.76,,,,,,,,,,,,,,,,,,,,,,,24.69,,,,
31.45,,11.96,14.36,8.36,296.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.67,,,,,,13.87,,,,,,,,,,,,,,,,,,,,,,,24.82,,,,
32.18,,12.02,14.62,8.32,303.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.64,,,,,,14.09,,,,,,,,,,,,,,,,,,,,,,,25.26,,,,
33.44,,12.28,15.12,8.14,315.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.54,,,,,,14.31,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,
34.97,,12.62,15.79,7.92,331.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.4,,,,,,14.59,14.59,,,,,,4.4,,,,,,,,,,,,,,,,26.24,,26.24,,
35.6,,12.56,15.99,7.96,337.18,,,,,,,15.99,12.56,,,7.96,,337.18,,,,,,,,,,,,,,,,
,4.34,,,,,,14.65,,,,,,,,,,,,,,,,,,,,,,,26.84,,,,
36.79,,12.7,16.44,7.87,348.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.22,,,,,,14.71,,,,,,,,,,,,,,,,,,,,,,,27.44,,,,
36.5,,12.33,16.22,8.11,345.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.27,,,,,,14.78,,,,,,,,,,,,,,,,,,,,,,,28.04,,,,
37.76,,12.39,16.69,8.07,357.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.14,,,,,,14.81,,,,,,,,,,,,,,,,,,,,,,,28.86,,,,
37.6,,12.0,16.52,8.33,356.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.17,,,,,,14.84,,,,,,,,,,,,,,,,,,,,,,,29.68,,,,
39.78,,12.35,17.37,8.09,376.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.95,,,,,,14.87,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,
42.69,,12.96,18.45,7.71,402.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.72,,,,,,14.97,,,,,,,,,,,,,,,,,,,,,,,31.08,,,,
42.43,,12.6,18.22,7.93,400.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.78,,,,,,15.13,,,,,,,,,,,,,,,,,,,,,,,31.77,,,,
44.34,,12.89,18.84,7.76,416.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.65,,,,,,15.23,,,,,,,,,,,,,,,,,,,,,,,32.34,,,,
42.11,,12.03,17.77,8.31,395.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.86,,,,,,15.29,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,
44.95,,12.63,18.84,7.92,422.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.63,,,,,,15.35,,,,,,,,,,,,,,,,,,,,,,,33.47,,,,
45.37,,12.53,18.94,7.98,428.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.61,,,,,,15.48,15.48,,,,,,3.61,,,,,,,,,,,,,,,,34.16,,34.16,,
44.15,,12.12,18.29,8.25,416.6,,,,,,,18.29,12.12,,,8.25,,416.6,,,,,,,,,,,,,,,,
,3.78,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,34.38,,,,
44.43,,12.12,18.27,8.25,419.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.83,,,,,,16.04,,,,,,,,,,,,,,,,,,,,,,,34.6,,,,
47.49,,12.87,19.37,7.77,448.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.64,,,,,,16.32,,,,,,,,,,,,,,,,,,,,,,,34.82,,,,
48.05,,13.13,19.37,7.62,451.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.65,,,,,,16.48,,,,,,,,,,,,,,,,,,,,,,,34.41,,,,
46.54,,12.82,18.54,7.8,435.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.82,,,,,,16.64,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,
46.27,,12.85,18.16,7.78,430.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.89,,,,,,16.74,,,,,,,,,,,,,,,,,,,,,,,33.47,,,,
48.78,,13.73,18.86,7.28,450.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.72,,,,,,16.74,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,
48.49,,13.83,18.67,7.23,449.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.77,,,,,,16.92,,,,,,,,,,,,,,,,,,,,,,,32.48,,,,
46.84,,13.54,17.84,7.39,432.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.93,,,,,,16.98,,,,,,,,,,,,,,,,,,,,,,,31.93,,,,
46.24,,13.43,17.42,7.45,425.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.91,,,,,,16.61,,,,,,,,,,,,,,,,,,,,,,,31.66,,,,
45.76,,13.35,17.12,7.49,420.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.88,,,,,,16.31,,,,,,,,,,,,,,,,,,,,,,,31.51,,,,
46.44,,13.62,17.2,7.34,425.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.75,,,,,,15.94,15.94,,,,,,3.75,,,,,,,,,,,,,,,,31.24,,31.24,,
45.43,,13.34,16.72,7.5,416.25,,,,,,,16.72,13.34,,,7.5,,416.25,,,,,,,,,,,,,,,,
,3.82,,,,,,15.91,,,,,,,,,,,,,,,,,,,,,,,31.21,,,,
43.47,,12.77,15.84,7.83,396.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.99,,,,,,15.82,,,,,,,,,,,,,,,,,,,,,,,31.07,,,,
44.03,,12.95,15.9,7.72,400.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.93,,,,,,15.74,,,,,,,,,,,,,,,,,,,,,,,30.93,,,,
45.05,,13.22,16.12,7.56,408.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.84,,,,,,15.68,,,,,,,,,,,,,,,,,,,,,,,30.88,,,,
46.78,,13.71,16.6,7.3,422.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7,,,,,,15.62,,,,,,,,,,,,,,,,,,,,,,,30.83,,,,
47.55,,13.9,16.73,7.19,427.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.64,,,,,,15.57,,,,,,,,,,,,,,,,,,,,,,,30.78,,,,
48.51,,14.12,16.87,7.08,433.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.59,,,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,30.71,,,,
45.84,,13.27,15.87,7.53,409.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.82,,,,,,15.64,,,,,,,,,,,,,,,,,,,,,,,30.86,,,,
43.98,,12.67,15.16,7.89,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0,,,,,,15.73,,,,,,,,,,,,,,,,,,,,,,,31.01,,,,
41.24,,12.0,14.15,8.33,368.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.29,,,,,,15.82,,,,,,,,,,,,,,,,,,,,,,,30.71,,,,
40.35,,11.86,13.74,8.43,359.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.41,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,,30.3,,,,
40.33,,11.97,13.67,8.36,359.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.44,,,,,,15.94,15.94,,,,,,4.44,,,,,,,,,,,,,,,,30.01,,30.01,,
41.12,,12.49,13.79,8.01,363.59,,,,,,,13.79,12.49,,,8.01,,363.59,,,,,,,,,,,,,,,,
